STATE,Facility_Count,Total_Resident_Days,Total_HPRD,Median_Total_HPRD,RN_HPRD,Median_RN_HPRD,Nurse_Care_HPRD,Median_Nurse_Care_HPRD,RN_Care_HPRD,Median_RN_Care_HPRD,Nurse_Assistant_HPRD,Median_Nurse_Assistant_HPRD,Contract_Staff_Percentage,Median_Contract_Staff_Percentage,RN_Admin_HPRD,Median_RN_Admin_HPRD,RN_DON_HPRD,Median_RN_DON_HPRD,LPN_HPRD,Median_LPN_HPRD,LPN_Admin_HPRD,Median_LPN_Admin_HPRD,CNA_HPRD,Median_CNA_HPRD,NAtr_HPRD,Median_NAtr_HPRD,MedAide_HPRD,Median_MedAide_HPRD,CY_Qtr
MS,200,1313376.0,3.881,3.888,0.528,0.513,1.576,1.592,0.338,0.318,2.305,2.254,8.089,0.0,0.12,0.052,0.07,0.082,0.954,0.947,0.094,0.0,2.225,2.196,0.08,0.0,0.0,0.0,2023Q2
MS,200,1337819.0,3.955,3.922,0.543,0.519,1.619,1.624,0.356,0.327,2.335,2.27,7.367,0.0,0.118,0.042,0.069,0.08,0.979,0.972,0.098,0.0,2.256,2.215,0.079,0.0,0.0,0.0,2023Q3
MS,201,1345052.0,3.94,3.908,0.536,0.516,1.611,1.625,0.35,0.322,2.329,2.259,6.953,0.0,0.119,0.055,0.067,0.079,0.983,0.98,0.093,0.0,2.254,2.196,0.075,0.0,0.0,0.0,2023Q4
MS,200,1332404.0,3.903,3.871,0.554,0.533,1.623,1.616,0.362,0.332,2.28,2.219,7.078,0.0,0.122,0.07,0.07,0.082,0.976,0.968,0.093,0.0,2.205,2.152,0.075,0.0,0.0,0.0,2024Q1
MS,198,1328527.0,3.997,3.971,0.559,0.53,1.635,1.632,0.363,0.327,2.362,2.302,6.965,0.0,0.125,0.079,0.071,0.082,0.98,0.979,0.095,0.0,2.272,2.227,0.091,0.0,0.0,0.0,2024Q2
MS,200,1356234.0,4.057,4.011,0.572,0.551,1.647,1.638,0.376,0.341,2.41,2.35,5.825,0.0,0.126,0.073,0.07,0.083,0.984,0.973,0.091,0.0,2.337,2.287,0.073,0.0,0.0,0.0,2024Q3
MT,70,366664.0,3.838,3.667,0.854,0.846,1.353,1.321,0.623,0.574,2.485,2.359,5.991,0.0,0.153,0.107,0.078,0.076,0.439,0.405,0.06,0.0,2.326,2.234,0.091,0.0,0.068,0.0,2017Q1
MT,63,325705.0,3.947,3.792,0.836,0.813,1.342,1.31,0.634,0.581,2.605,2.492,10.429,5.272,0.132,0.0,0.07,0.0,0.473,0.465,0.033,0.0,2.459,2.375,0.079,0.0,0.067,0.0,2017Q2
MT,73,378650.0,3.771,3.651,0.801,0.78,1.297,1.261,0.592,0.531,2.474,2.35,7.978,0.0,0.134,0.038,0.076,0.041,0.434,0.4,0.062,0.0,2.328,2.264,0.076,0.0,0.07,0.0,2017Q3
MT,67,348943.0,3.789,3.688,0.808,0.774,1.317,1.271,0.593,0.539,2.472,2.382,6.373,0.0,0.134,0.0,0.082,0.067,0.447,0.398,0.061,0.0,2.327,2.265,0.078,0.0,0.067,0.0,2017Q4
MT,66,333735.0,3.801,3.636,0.817,0.785,1.329,1.271,0.591,0.534,2.472,2.352,6.438,0.0,0.142,0.025,0.084,0.075,0.45,0.394,0.062,0.0,2.332,2.236,0.076,0.0,0.063,0.0,2018Q1
MT,65,329243.0,3.776,3.619,0.821,0.797,1.317,1.284,0.607,0.544,2.459,2.338,6.302,0.0,0.127,0.0,0.087,0.08,0.432,0.388,0.064,0.0,2.32,2.213,0.068,0.0,0.072,0.0,2018Q2
MT,63,337380.0,3.715,3.584,0.843,0.816,1.344,1.288,0.615,0.558,2.371,2.25,8.832,0.0,0.144,0.04,0.084,0.073,0.442,0.391,0.059,0.0,2.255,2.152,0.041,0.0,0.076,0.0,2018Q3
MT,70,370403.0,3.759,3.652,0.851,0.826,1.351,1.309,0.621,0.571,2.409,2.299,10.758,4.248,0.145,0.067,0.085,0.08,0.436,0.396,0.064,0.0,2.28,2.211,0.05,0.0,0.079,0.0,2018Q4
MT,72,366320.0,3.761,3.624,0.848,0.821,1.364,1.315,0.62,0.566,2.397,2.289,9.526,0.0,0.142,0.0,0.086,0.086,0.447,0.389,0.068,0.0,2.263,2.18,0.054,0.0,0.08,0.0,2019Q1
MT,71,357163.0,3.783,3.647,0.848,0.816,1.353,1.327,0.623,0.568,2.43,2.298,9.094,2.852,0.141,0.017,0.085,0.071,0.443,0.416,0.062,0.0,2.283,2.177,0.065,0.0,0.082,0.0,2019Q2
MT,69,349800.0,3.7,3.526,0.833,0.785,1.331,1.292,0.643,0.571,2.369,2.216,7.864,0.0,0.114,0.0,0.077,0.0,0.461,0.439,0.037,0.0,2.234,2.1,0.058,0.0,0.078,0.0,2019Q3
MT,69,355678.0,3.708,3.594,0.83,0.771,1.336,1.298,0.628,0.559,2.372,2.274,9.301,3.914,0.118,0.0,0.084,0.073,0.456,0.447,0.051,0.0,2.233,2.153,0.058,0.0,0.08,0.0,2019Q4
MT,50,242400.0,3.799,3.713,0.824,0.787,1.368,1.337,0.617,0.538,2.432,2.331,7.409,0.0,0.118,0.0,0.089,0.079,0.471,0.452,0.072,0.0,2.29,2.226,0.072,0.0,0.069,0.0,2020Q1
MT,68,331572.0,3.851,3.685,0.854,0.805,1.382,1.346,0.644,0.576,2.469,2.336,7.914,0.0,0.123,0.0,0.087,0.081,0.493,0.483,0.035,0.0,2.3,2.213,0.085,0.0,0.084,0.0,2020Q2
MT,68,328779.0,3.765,3.568,0.867,0.819,1.38,1.314,0.652,0.581,2.386,2.25,8.503,0.0,0.128,0.0,0.087,0.081,0.478,0.46,0.036,0.0,2.226,2.136,0.084,0.0,0.076,0.0,2020Q3
MT,66,280067.0,3.906,3.78,0.919,0.892,1.467,1.434,0.687,0.642,2.439,2.35,8.527,0.0,0.134,0.0,0.098,0.099,0.513,0.495,0.034,0.0,2.287,2.222,0.09,0.0,0.062,0.0,2020Q4
MT,68,283603.0,3.998,3.791,0.914,0.881,1.48,1.444,0.67,0.623,2.517,2.375,10.334,0.0,0.138,0.0,0.105,0.099,0.524,0.479,0.043,0.0,2.344,2.234,0.093,0.0,0.081,0.0,2021Q1
MT,68,299684.0,3.77,3.65,0.841,0.805,1.365,1.336,0.617,0.58,2.405,2.276,11.145,5.926,0.133,0.0,0.09,0.064,0.485,0.447,0.039,0.0,2.244,2.151,0.082,0.0,0.079,0.0,2021Q2
MT,67,298019.0,3.707,3.536,0.819,0.79,1.374,1.321,0.601,0.545,2.333,2.182,13.786,8.259,0.125,0.0,0.093,0.058,0.514,0.484,0.041,0.0,2.178,2.064,0.076,0.0,0.079,0.0,2021Q3
MT,69,289107.0,3.516,3.516,0.797,0.792,1.338,1.318,0.591,0.57,2.178,2.149,13.26,9.262,0.113,0.0,0.093,0.0,0.498,0.48,0.043,0.0,2.018,1.981,0.086,0.0,0.075,0.0,2021Q4
MT,68,278304.0,3.702,3.59,0.835,0.795,1.412,1.395,0.609,0.544,2.289,2.186,15.404,13.049,0.124,0.0,0.102,0.076,0.532,0.503,0.045,0.0,2.115,2.0,0.091,0.0,0.084,0.0,2022Q1
MT,66,285334.0,3.778,3.65,0.844,0.793,1.441,1.402,0.61,0.547,2.337,2.25,18.703,16.623,0.131,0.0,0.103,0.098,0.552,0.514,0.045,0.0,2.155,2.041,0.1,0.0,0.081,0.0,2022Q2
MT,64,285814.0,3.698,3.536,0.815,0.743,1.393,1.315,0.596,0.53,2.305,2.174,21.496,17.394,0.133,0.0,0.087,0.045,0.533,0.515,0.045,0.0,2.126,2.0,0.096,0.0,0.083,0.0,2022Q3
MT,61,284874.0,3.601,3.429,0.779,0.726,1.355,1.275,0.569,0.528,2.247,2.108,20.965,15.951,0.13,0.0,0.08,0.0,0.527,0.496,0.048,0.0,2.093,1.944,0.075,0.0,0.079,0.0,2022Q4
MT,60,285465.0,3.595,3.535,0.771,0.705,1.323,1.283,0.565,0.533,2.272,2.199,19.04,14.029,0.125,0.0,0.082,0.06,0.507,0.496,0.044,0.0,2.148,2.082,0.053,0.0,0.071,0.0,2023Q1
MT,58,288398.0,3.577,3.485,0.762,0.681,1.325,1.27,0.569,0.513,2.253,2.145,14.446,7.162,0.117,0.0,0.077,0.0,0.512,0.505,0.051,0.0,2.124,2.059,0.055,0.0,0.073,0.0,2023Q2
MT,60,299768.0,3.496,3.367,0.757,0.678,1.306,1.264,0.575,0.508,2.191,2.069,14.004,8.647,0.102,0.0,0.08,0.0,0.503,0.495,0.046,0.0,2.056,1.981,0.06,0.0,0.075,0.0,2023Q3
MT,59,294090.0,3.611,3.54,0.771,0.721,1.321,1.298,0.586,0.539,2.289,2.25,11.648,6.853,0.101,0.0,0.085,0.065,0.496,0.468,0.054,0.0,2.14,2.14,0.056,0.0,0.093,0.0,2023Q4
MT,59,291269.0,3.774,3.647,0.83,0.787,1.399,1.355,0.64,0.604,2.375,2.273,12.306,7.425,0.097,0.0,0.093,0.088,0.506,0.474,0.062,0.0,2.216,2.155,0.061,0.0,0.098,0.0,2024Q1
MT,60,298987.0,3.779,3.666,0.807,0.745,1.374,1.332,0.621,0.565,2.405,2.325,13.677,8.886,0.098,0.0,0.089,0.076,0.501,0.48,0.066,0.0,2.242,2.203,0.059,0.0,0.103,0.0,2024Q2
MT,58,290857.0,3.749,3.657,0.829,0.782,1.372,1.329,0.643,0.607,2.377,2.307,13.913,8.934,0.099,0.0,0.087,0.073,0.492,0.452,0.051,0.0,2.211,2.151,0.052,0.0,0.114,0.0,2024Q3
NC,374,2945690.0,3.51,3.467,0.475,0.449,1.367,1.353,0.29,0.258,2.144,2.086,1.71,0.0,0.133,0.095,0.052,0.06,0.845,0.839,0.046,0.0,2.071,2.027,0.003,0.0,0.069,0.0,2017Q1
NC,377,2974231.0,3.57,3.561,0.495,0.483,1.384,1.403,0.288,0.258,2.186,2.133,4.244,0.0,0.155,0.128,0.053,0.06,0.842,0.843,0.047,0.0,2.111,2.074,0.072,0.0,0.004,0.0,2017Q2
NC,394,3152805.0,3.605,3.558,0.506,0.491,1.382,1.392,0.297,0.267,2.223,2.142,2.221,0.0,0.155,0.133,0.055,0.065,0.83,0.835,0.046,0.0,2.146,2.081,0.003,0.0,0.074,0.0,2017Q3
NC,387,3074306.0,3.606,3.584,0.505,0.491,1.397,1.405,0.293,0.265,2.209,2.152,1.886,0.0,0.155,0.134,0.057,0.067,0.844,0.849,0.048,0.0,2.132,2.091,0.002,0.0,0.076,0.0,2017Q4
NC,399,3074034.0,3.635,3.605,0.527,0.512,1.433,1.443,0.3,0.27,2.202,2.135,2.892,0.0,0.163,0.142,0.064,0.071,0.856,0.858,0.049,0.0,2.126,2.073,0.002,0.0,0.074,0.0,2018Q1
NC,406,3149407.0,3.659,3.616,0.523,0.505,1.422,1.431,0.3,0.269,2.237,2.165,3.289,0.0,0.159,0.143,0.064,0.07,0.851,0.852,0.048,0.0,2.157,2.105,0.003,0.0,0.077,0.0,2018Q2
NC,407,3197183.0,3.63,3.595,0.512,0.495,1.405,1.421,0.296,0.264,2.225,2.168,2.954,0.0,0.156,0.139,0.06,0.068,0.844,0.847,0.049,0.0,2.14,2.098,0.002,0.0,0.082,0.0,2018Q3
NC,407,3200205.0,3.579,3.598,0.512,0.5,1.406,1.431,0.293,0.266,2.173,2.153,3.086,0.0,0.159,0.137,0.06,0.067,0.822,0.847,0.072,0.0,2.093,2.083,0.003,0.0,0.077,0.0,2018Q4
NC,414,3199837.0,3.618,3.583,0.536,0.522,1.444,1.453,0.308,0.28,2.174,2.127,3.248,0.0,0.165,0.15,0.063,0.072,0.826,0.845,0.081,0.0,2.091,2.052,0.004,0.0,0.079,0.0,2019Q1
NC,414,3226110.0,3.637,3.609,0.532,0.519,1.432,1.444,0.307,0.281,2.206,2.16,3.424,0.0,0.163,0.142,0.062,0.072,0.849,0.847,0.05,0.0,2.123,2.083,0.004,0.0,0.079,0.0,2019Q2
NC,412,3235377.0,3.628,3.601,0.543,0.529,1.424,1.44,0.323,0.296,2.204,2.161,3.534,0.0,0.159,0.141,0.06,0.071,0.834,0.84,0.048,0.0,2.118,2.072,0.003,0.0,0.083,0.0,2019Q3
NC,409,3255093.0,3.567,3.537,0.529,0.514,1.413,1.428,0.312,0.282,2.154,2.115,2.756,0.0,0.155,0.132,0.062,0.072,0.838,0.842,0.046,0.0,2.056,2.014,0.004,0.0,0.093,0.0,2019Q4
NC,312,2414416.0,3.597,3.596,0.543,0.525,1.446,1.471,0.317,0.286,2.151,2.119,2.82,0.0,0.164,0.141,0.061,0.071,0.854,0.862,0.049,0.0,2.05,2.025,0.009,0.0,0.092,0.0,2020Q1
NC,407,2925296.0,3.689,3.672,0.563,0.543,1.494,1.511,0.329,0.3,2.195,2.161,3.37,0.0,0.166,0.148,0.068,0.081,0.879,0.883,0.052,0.0,2.072,2.049,0.025,0.0,0.098,0.0,2020Q2
NC,409,2862672.0,3.704,3.679,0.58,0.556,1.518,1.531,0.347,0.316,2.186,2.143,5.631,0.0,0.166,0.142,0.067,0.082,0.886,0.884,0.052,0.0,2.039,2.013,0.048,0.0,0.099,0.0,2020Q3
NC,401,2721359.0,3.776,3.744,0.584,0.56,1.555,1.567,0.348,0.314,2.221,2.181,6.338,0.0,0.167,0.143,0.069,0.086,0.912,0.907,0.058,0.0,2.066,2.037,0.049,0.0,0.106,0.0,2020Q4
NC,407,2570775.0,3.821,3.796,0.597,0.569,1.591,1.604,0.345,0.311,2.23,2.179,7.809,0.0,0.179,0.149,0.073,0.089,0.933,0.931,0.061,0.0,2.058,2.019,0.064,0.0,0.108,0.0,2021Q1
NC,409,2748637.0,3.594,3.571,0.558,0.532,1.474,1.49,0.327,0.292,2.12,2.066,8.645,0.0,0.164,0.14,0.068,0.084,0.848,0.853,0.067,0.0,1.938,1.889,0.075,0.0,0.107,0.0,2021Q2
NC,409,2871127.0,3.46,3.441,0.535,0.508,1.416,1.427,0.314,0.279,2.044,2.011,10.45,0.0,0.155,0.13,0.066,0.08,0.824,0.819,0.057,0.0,1.846,1.815,0.09,0.0,0.108,0.0,2021Q3
NC,409,2850336.0,3.44,3.436,0.506,0.476,1.373,1.394,0.302,0.266,2.067,2.045,12.954,2.717,0.141,0.111,0.063,0.075,0.802,0.804,0.064,0.0,1.86,1.84,0.094,0.0,0.113,0.0,2021Q4
NC,411,2842203.0,3.468,3.459,0.51,0.476,1.381,1.4,0.299,0.256,2.087,2.054,15.18,5.46,0.145,0.114,0.066,0.08,0.805,0.805,0.066,0.0,1.869,1.839,0.102,0.0,0.116,0.0,2022Q1
NC,413,2919062.0,3.58,3.547,0.52,0.487,1.402,1.415,0.302,0.262,2.178,2.122,17.837,7.475,0.152,0.119,0.066,0.081,0.823,0.816,0.059,0.0,1.941,1.904,0.111,0.0,0.125,0.0,2022Q2
NC,406,2945682.0,3.538,3.511,0.517,0.486,1.391,1.398,0.299,0.266,2.147,2.103,18.203,6.27,0.153,0.12,0.064,0.078,0.82,0.812,0.054,0.0,1.936,1.902,0.084,0.0,0.128,0.0,2022Q3
NC,405,2973573.0,3.524,3.498,0.495,0.464,1.383,1.394,0.295,0.262,2.141,2.085,18.534,6.305,0.137,0.107,0.064,0.078,0.834,0.831,0.054,0.0,1.973,1.922,0.037,0.0,0.131,0.0,2022Q4
NC,410,2954896.0,3.598,3.56,0.512,0.488,1.428,1.443,0.296,0.268,2.17,2.108,17.834,5.516,0.15,0.129,0.066,0.081,0.854,0.848,0.062,0.0,2.003,1.956,0.03,0.0,0.138,0.0,2023Q1
NC,406,3008549.0,3.59,3.558,0.502,0.475,1.392,1.413,0.295,0.267,2.198,2.139,15.75,4.661,0.144,0.114,0.062,0.077,0.829,0.825,0.062,0.0,2.027,1.973,0.026,0.0,0.145,0.0,2023Q2
NC,408,3079087.0,3.633,3.567,0.503,0.475,1.382,1.386,0.303,0.272,2.251,2.174,12.429,1.601,0.141,0.113,0.059,0.075,0.816,0.815,0.064,0.0,2.066,1.99,0.026,0.0,0.159,0.0,2023Q3
NC,413,3120719.0,3.649,3.58,0.511,0.481,1.394,1.401,0.305,0.274,2.255,2.178,10.814,0.0,0.144,0.112,0.062,0.076,0.814,0.819,0.068,0.0,2.068,1.996,0.02,0.0,0.166,0.045,2023Q4
NC,410,3120329.0,3.613,3.59,0.514,0.489,1.392,1.413,0.305,0.275,2.221,2.168,9.988,0.0,0.147,0.119,0.062,0.076,0.81,0.817,0.068,0.0,2.037,1.99,0.017,0.0,0.167,0.064,2024Q1
NC,409,3104579.0,3.623,3.622,0.513,0.489,1.38,1.408,0.307,0.274,2.243,2.203,9.943,0.0,0.144,0.117,0.062,0.076,0.796,0.806,0.071,0.0,2.057,2.02,0.015,0.0,0.171,0.068,2024Q2
NC,410,3161677.0,3.662,3.613,0.522,0.495,1.374,1.39,0.314,0.28,2.289,2.228,9.634,0.0,0.148,0.12,0.06,0.074,0.784,0.785,0.068,0.0,2.096,2.042,0.015,0.0,0.177,0.075,2024Q3
ND,72,458335.0,4.419,4.229,0.755,0.713,1.355,1.308,0.483,0.434,3.065,2.917,3.485,0.0,0.197,0.13,0.074,0.06,0.584,0.553,0.016,0.0,2.829,2.698,0.041,0.0,0.195,0.16,2017Q1
ND,72,463111.0,4.442,4.183,0.736,0.689,1.342,1.31,0.476,0.434,3.1,2.848,8.157,6.288,0.188,0.113,0.072,0.059,0.586,0.543,0.019,0.0,2.871,2.679,0.199,0.149,0.03,0.0,2017Q2
ND,75,484733.0,4.378,4.174,0.715,0.677,1.317,1.286,0.461,0.429,3.061,2.857,3.484,0.0,0.184,0.11,0.07,0.058,0.585,0.541,0.017,0.0,2.84,2.688,0.02,0.0,0.201,0.157,2017Q3
ND,73,476945.0,4.504,4.275,0.743,0.714,1.362,1.317,0.482,0.445,3.142,2.917,4.043,0.0,0.188,0.124,0.073,0.061,0.596,0.552,0.022,0.0,2.913,2.75,0.025,0.0,0.204,0.157,2017Q4
ND,73,442876.0,4.507,4.349,0.769,0.755,1.37,1.351,0.497,0.467,3.137,2.959,3.76,0.0,0.195,0.153,0.077,0.067,0.575,0.531,0.026,0.0,2.907,2.765,0.018,0.0,0.212,0.17,2018Q1
ND,77,479073.0,4.564,4.382,0.757,0.745,1.392,1.371,0.473,0.449,3.172,2.95,3.276,0.0,0.206,0.168,0.077,0.065,0.611,0.558,0.025,0.0,2.951,2.771,0.02,0.0,0.201,0.165,2018Q2
ND,76,488518.0,4.513,4.375,0.742,0.741,1.361,1.326,0.481,0.462,3.152,3.01,4.348,0.0,0.186,0.147,0.075,0.068,0.594,0.537,0.025,0.0,2.941,2.822,0.015,0.0,0.195,0.169,2018Q3
ND,78,488241.0,4.477,4.372,0.745,0.732,1.353,1.314,0.485,0.467,3.124,3.027,4.894,0.0,0.187,0.146,0.073,0.062,0.58,0.523,0.027,0.0,2.91,2.822,0.019,0.0,0.195,0.168,2018Q4
ND,75,463474.0,4.49,4.338,0.76,0.746,1.386,1.34,0.487,0.47,3.104,2.968,4.231,0.0,0.198,0.149,0.075,0.066,0.596,0.547,0.03,0.0,2.882,2.754,0.023,0.0,0.199,0.173,2019Q1
ND,78,476985.0,4.548,4.378,0.782,0.766,1.402,1.35,0.499,0.483,3.146,3.0,4.783,0.0,0.209,0.161,0.074,0.066,0.588,0.542,0.031,0.0,2.909,2.768,0.024,0.0,0.212,0.174,2019Q2
ND,77,478081.0,4.524,4.37,0.784,0.768,1.394,1.35,0.505,0.49,3.13,2.975,5.744,0.0,0.204,0.155,0.075,0.066,0.581,0.536,0.029,0.0,2.906,2.783,0.019,0.0,0.206,0.162,2019Q3
ND,76,473211.0,4.499,4.351,0.796,0.771,1.399,1.379,0.517,0.5,3.1,2.968,5.889,1.336,0.205,0.151,0.073,0.066,0.575,0.535,0.028,0.0,2.869,2.759,0.026,0.0,0.204,0.167,2019Q4
ND,70,439105.0,4.436,4.319,0.787,0.753,1.387,1.364,0.523,0.504,3.049,2.927,5.601,1.596,0.194,0.141,0.07,0.049,0.575,0.535,0.025,0.0,2.823,2.726,0.024,0.0,0.202,0.173,2020Q1
ND,77,428801.0,4.69,4.523,0.83,0.803,1.465,1.437,0.535,0.51,3.225,3.061,5.261,0.0,0.203,0.161,0.092,0.087,0.609,0.567,0.027,0.0,2.975,2.847,0.035,0.0,0.215,0.17,2020Q2
ND,77,441004.0,4.538,4.39,0.849,0.818,1.446,1.405,0.573,0.542,3.091,2.964,5.461,0.0,0.191,0.143,0.085,0.071,0.576,0.535,0.021,0.0,2.845,2.725,0.04,0.0,0.206,0.163,2020Q3
ND,73,387844.0,4.739,4.679,0.923,0.903,1.57,1.56,0.606,0.58,3.169,3.116,7.651,4.734,0.221,0.172,0.096,0.083,0.62,0.6,0.027,0.0,2.908,2.852,0.042,0.0,0.219,0.152,2020Q4
ND,76,381210.0,4.827,4.658,0.933,0.907,1.579,1.55,0.644,0.602,3.248,3.122,6.434,0.0,0.193,0.151,0.097,0.089,0.624,0.604,0.022,0.0,2.995,2.889,0.033,0.0,0.219,0.154,2021Q1
ND,76,400204.0,4.515,4.485,0.849,0.87,1.471,1.497,0.58,0.571,3.045,2.985,7.64,2.121,0.183,0.157,0.086,0.07,0.601,0.573,0.021,0.0,2.794,2.743,0.038,0.0,0.213,0.152,2021Q2
ND,77,415791.0,4.455,4.352,0.853,0.846,1.474,1.453,0.592,0.567,2.981,2.874,9.873,5.739,0.176,0.139,0.086,0.069,0.6,0.561,0.02,0.0,2.737,2.603,0.034,0.0,0.21,0.163,2021Q3
ND,74,404107.0,4.476,4.326,0.835,0.815,1.478,1.44,0.579,0.547,2.998,2.854,11.581,7.313,0.172,0.127,0.084,0.067,0.623,0.585,0.02,0.0,2.76,2.645,0.028,0.0,0.209,0.152,2021Q4
ND,77,404685.0,4.484,4.371,0.843,0.822,1.497,1.462,0.563,0.532,2.987,2.85,13.637,9.436,0.192,0.141,0.088,0.07,0.631,0.577,0.023,0.0,2.75,2.628,0.023,0.0,0.213,0.161,2022Q1
ND,76,409157.0,4.537,4.405,0.833,0.836,1.483,1.468,0.565,0.541,3.054,2.909,14.27,10.05,0.182,0.131,0.086,0.07,0.627,0.587,0.022,0.0,2.8,2.677,0.027,0.0,0.227,0.18,2022Q2
ND,75,415387.0,4.461,4.334,0.829,0.844,1.462,1.453,0.567,0.557,2.998,2.901,15.452,12.805,0.181,0.13,0.08,0.06,0.616,0.58,0.018,0.0,2.75,2.666,0.027,0.0,0.221,0.169,2022Q3
ND,75,414090.0,4.451,4.336,0.839,0.836,1.454,1.444,0.572,0.552,2.997,2.889,15.887,12.988,0.185,0.145,0.082,0.064,0.593,0.564,0.021,0.0,2.751,2.647,0.023,0.0,0.223,0.17,2022Q4
ND,75,401165.0,4.524,4.408,0.879,0.878,1.49,1.487,0.599,0.588,3.034,2.9,14.968,12.301,0.193,0.161,0.086,0.07,0.591,0.564,0.02,0.0,2.785,2.683,0.027,0.0,0.223,0.163,2023Q1
ND,73,402075.0,4.556,4.424,0.84,0.837,1.451,1.445,0.576,0.558,3.105,2.956,13.508,10.954,0.182,0.131,0.082,0.065,0.59,0.567,0.021,0.0,2.842,2.728,0.035,0.0,0.228,0.157,2023Q2
ND,74,415756.0,4.523,4.44,0.858,0.845,1.441,1.45,0.597,0.57,3.083,2.97,13.075,12.366,0.174,0.111,0.087,0.071,0.559,0.544,0.024,0.0,2.817,2.708,0.025,0.0,0.24,0.189,2023Q3
ND,72,412680.0,4.493,4.413,0.866,0.866,1.445,1.435,0.601,0.579,3.048,2.951,13.661,12.119,0.182,0.132,0.082,0.069,0.556,0.544,0.023,0.0,2.793,2.711,0.018,0.0,0.237,0.174,2023Q4
ND,74,415493.0,4.5,4.4,0.863,0.866,1.429,1.407,0.599,0.585,3.071,2.967,13.337,11.715,0.18,0.138,0.084,0.07,0.541,0.518,0.025,0.0,2.806,2.717,0.022,0.0,0.242,0.183,2024Q1
ND,68,376781.0,4.652,4.473,0.876,0.87,1.465,1.445,0.615,0.596,3.187,3.01,12.5,9.962,0.174,0.094,0.088,0.071,0.563,0.536,0.026,0.0,2.901,2.769,0.041,0.0,0.245,0.192,2024Q2
ND,71,408913.0,4.592,4.45,0.874,0.871,1.439,1.412,0.614,0.603,3.153,3.032,11.823,8.389,0.175,0.119,0.086,0.07,0.54,0.503,0.025,0.0,2.866,2.777,0.037,0.0,0.25,0.223,2024Q3
NE,187,906776.0,4.079,3.868,0.703,0.625,1.476,1.355,0.447,0.373,2.603,2.509,2.432,0.0,0.162,0.048,0.095,0.099,0.715,0.668,0.057,0.0,2.022,1.935,0.005,0.0,0.576,0.436,2017Q1
NE,183,894827.0,4.067,3.904,0.679,0.612,1.442,1.332,0.442,0.382,2.624,2.535,16.751,15.537,0.154,0.0,0.083,0.076,0.664,0.656,0.099,0.0,2.053,1.989,0.564,0.427,0.007,0.0,2017Q2
NE,200,984749.0,4.111,3.922,0.703,0.643,1.455,1.344,0.454,0.394,2.655,2.577,2.285,0.0,0.157,0.032,0.092,0.095,0.657,0.637,0.095,0.0,2.028,1.953,0.012,0.0,0.615,0.501,2017Q3
NE,192,934231.0,4.109,3.919,0.701,0.639,1.452,1.352,0.438,0.387,2.657,2.567,2.836,0.0,0.174,0.091,0.09,0.087,0.706,0.652,0.045,0.0,2.01,1.936,0.009,0.0,0.637,0.52,2017Q4
NE,177,873770.0,4.103,3.914,0.74,0.657,1.487,1.385,0.481,0.411,2.615,2.538,3.519,0.0,0.173,0.079,0.086,0.079,0.704,0.658,0.044,0.0,2.01,1.92,0.006,0.0,0.599,0.472,2018Q1
NE,187,918432.0,4.102,3.9,0.725,0.645,1.463,1.363,0.466,0.401,2.639,2.535,3.286,0.0,0.164,0.081,0.095,0.101,0.691,0.642,0.046,0.0,2.031,1.949,0.006,0.0,0.603,0.48,2018Q2
NE,196,972853.0,4.064,3.898,0.716,0.645,1.434,1.35,0.464,0.398,2.629,2.547,3.625,0.0,0.16,0.044,0.092,0.095,0.671,0.63,0.047,0.0,1.974,1.878,0.007,0.0,0.649,0.531,2018Q3
NE,194,963257.0,4.053,3.911,0.725,0.655,1.45,1.358,0.472,0.417,2.603,2.541,3.834,0.0,0.164,0.089,0.09,0.094,0.68,0.626,0.044,0.0,1.941,1.856,0.007,0.0,0.655,0.543,2018Q4
NE,197,956316.0,4.049,3.887,0.733,0.662,1.462,1.366,0.474,0.417,2.587,2.51,3.959,0.0,0.164,0.087,0.094,0.104,0.684,0.623,0.045,0.0,1.933,1.846,0.008,0.0,0.646,0.535,2019Q1
NE,197,984121.0,4.091,3.906,0.727,0.658,1.44,1.347,0.476,0.419,2.651,2.556,3.914,0.0,0.159,0.092,0.092,0.098,0.67,0.61,0.043,0.0,1.989,1.885,0.007,0.0,0.656,0.56,2019Q2
NE,190,982173.0,4.107,3.902,0.746,0.67,1.445,1.346,0.497,0.434,2.663,2.547,3.993,0.0,0.163,0.103,0.087,0.095,0.658,0.605,0.041,0.0,1.989,1.875,0.008,0.0,0.666,0.561,2019Q3
NE,190,981482.0,4.096,3.897,0.751,0.683,1.46,1.369,0.499,0.438,2.637,2.536,4.775,0.0,0.165,0.117,0.087,0.096,0.67,0.621,0.038,0.0,1.971,1.862,0.004,0.0,0.661,0.549,2019Q4
NE,150,724629.0,3.978,3.831,0.752,0.668,1.444,1.344,0.498,0.438,2.534,2.477,4.596,0.0,0.163,0.106,0.092,0.104,0.661,0.61,0.031,0.0,1.887,1.814,0.007,0.0,0.64,0.546,2020Q1
NE,185,892094.0,4.314,4.104,0.804,0.726,1.53,1.426,0.527,0.472,2.784,2.659,4.353,0.0,0.181,0.136,0.096,0.105,0.681,0.624,0.045,0.0,2.1,2.007,0.018,0.0,0.666,0.558,2020Q2
